MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL654	Mirtazapine	Small molecule	1996	N06AX11	N06AX11 [Nervous System:Psychoanaleptics:Antidepressants:Other antidepressants]	-pin(e)	Serotonin 2a (5-HT2a) receptor antagonist			CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f23631be-c7ae-46e9-b771-a70be17bc9f0#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f23631be-c7ae-46e9-b771-a70be17bc9f0#nlm34090-1	CN1CCN2C(C1)c3ccccc3Cc4cccnc24
CHEMBL668	Protriptyline	Small molecule	1967	N06AA11	N06AA11 [Nervous System:Psychoanaleptics:Antidepressants:Non-selective monoamine reuptake inhibitors]	-triptyline	Serotonin transporter inhibitor			CHEMBL228	Serotonin transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:18923402, URL:http://europepmc.org/abstract/MED/18923402	CNCCCC1c2ccccc2C=Cc3ccccc13
CHEMBL685	Mebendazole	Small molecule	1974	P02CA51; P02CA01	P02CA51 [Antiparasitic Products, Insecticides And Repellents:Anthelmintics:Antinematodal Agents:Benzimidazole derivatives]; P02CA01 [Antiparasitic Products, Insecticides And Repellents:Anthelmintics:Antinematodal Agents:Benzimidazole derivatives]	-bendazole	Tubulin inhibitor			CHEMBL2364704	Tubulin	INHIBITOR	Taeniidae	PROTEIN COMPLEX GROUP	Beta tubulin	Binds to beta tubulin	Name:DailyMed, SrcID:setid=c338415f-41e0-071d-8c51-a80a02ebf2cd, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c338415f-41e0-071d-8c51-a80a02ebf2cd|Name:ISBN, SrcID:9780702034718 PP. 669, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:13678839, URL:http://europepmc.org/abstract/MED/13678839	COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3
CHEMBL139	Diclofenac	Small molecule	1988	S01BC03; M01AB05; M02AA15; D11AX18; M01AB55	S01BC03 [Sensory Organs:Ophthalmologicals:Antiinflammatory Agents:Antiinflammatory agents, non-steroids]; M01AB05 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Antiinflammatory And Antirheumatic Products, Non-Steroids:Acetic acid derivatives and related substances]; M02AA15 [Musculo-Skeletal System:Topical Products For Joint And Muscular Pain:Topical Products For Joint And Muscular Pain:Antiinflammatory preparations, non-steroids for topical use]; D11AX18 [Dermatologicals:Other Dermatological Preparations:Other Dermatological Preparations:Other dermatologicals]; M01AB55 [Musculo-Skeletal System:Antiinflammatory And Antirheumatic Products:Antiinflammatory And Antirheumatic Products, Non-Steroids:Acetic acid derivatives and related substances]	-ac	Cyclooxygenase inhibitor			CHEMBL2094253	Cyclooxygenase	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:FDA, SrcID:label/2013/204592s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/204592s000lbl.pdf|Name:PubMed, SrcID:12534640, URL:http://europepmc.org/abstract/MED/12534640|Name:PubMed, SrcID:12713596, URL:http://europepmc.org/abstract/MED/12713596|Name:PubMed, SrcID:12925531, URL:http://europepmc.org/abstract/MED/12925531	OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
CHEMBL281764	Tabimorelin	Small molecule				-relin	Cytochrome P450 3A4 inhibitor	Ghrelin mimetic. Discontinued lack of efficacy and possible side effects due to CYP3A4 inhibition.		CHEMBL340	Cytochrome P450 3A4	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:12610745, URL:http://europepmc.org/abstract/MED/12610745	CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc2ccc3ccccc3c2)N(C)C(=O)\C=C\CC(C)(C)N
CHEMBL705	Alitretinoin	Small molecule	1999	L01XX22; D11AH04	L01XX22 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Other antineoplastic agents]; D11AH04 [Dermatologicals:Other Dermatological Preparations:Other Dermatological Preparations:Agents for dermatitis, excluding corticosteroids]	-retin-	Retinoid receptor agonist			CHEMBL2363071	Retinoid receptor	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=13c5de6d-d266-4d83-99c4-072ef104e7ff, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=13c5de6d-d266-4d83-99c4-072ef104e7ff	C\C(=C\C=C\C(=C\C(=O)O)\C)\C=C\C1=C(C)CCCC1(C)C
CHEMBL708	Ziprasidone	Small molecule	2001	N05AE04	N05AE04 [Nervous System:Psycholeptics:Antipsychotics:Indole derivatives]	-sidone	Dopamine D2 receptor antagonist			CHEMBL217	Dopamine D2 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=5c03ca62-5dd5-4cf5-abc7-b0c2873503dd#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5c03ca62-5dd5-4cf5-abc7-b0c2873503dd#nlm34090-1	Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45
CHEMBL719	Mupirocin	Small molecule	1987	D06AX09; R01AX06	D06AX09 [Dermatologicals:Antibiotics And Chemotherapeutics For Dermatological Use:Antibiotics For Topical Use:Other antibiotics for topical use]; R01AX06 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Other nasal preparations]	-rocin	Isoleucyl-tRNA synthetase inhibitor			CHEMBL1982	Isoleucyl-tRNA synthetase	INHIBITOR	Staphylococcus aureus	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=9257f9cd-abaf-4bb2-d9ac-4bc8f65ae558, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9257f9cd-abaf-4bb2-d9ac-4bc8f65ae558	C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@@H](C\C(=C\C(=O)OCCCCCCCCC(=O)O)\C)[C@H](O)[C@@H]2O
CHEMBL719	Mupirocin	Small molecule	1987	D06AX09; R01AX06	D06AX09 [Dermatologicals:Antibiotics And Chemotherapeutics For Dermatological Use:Antibiotics For Topical Use:Other antibiotics for topical use]; R01AX06 [Respiratory System:Nasal Preparations:Decongestants And Other Nasal Preparations For Topical Use:Other nasal preparations]	-rocin	Isoleucyl-tRNA synthetase inhibitor			CHEMBL2364671	Isoleucyl-tRNA synthetase	INHIBITOR	Streptococcus pyogenes	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=9257f9cd-abaf-4bb2-d9ac-4bc8f65ae558, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9257f9cd-abaf-4bb2-d9ac-4bc8f65ae558	C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@@H](C\C(=C\C(=O)OCCCCCCCCC(=O)O)\C)[C@H](O)[C@@H]2O
CHEMBL727	Thioguanine	Small molecule	1966	L01BB03	L01BB03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Antimetabolites:Purine analogues]		DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:FDA, SrcID:label/2004/12429s022lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/12429s022lbl.pdf	NC1=Nc2[nH]cnc2C(=S)N1
CHEMBL747	Cycloguanil	Small molecule		P01BB02	P01BB02 [Antiparasitic Products, Insecticides And Repellents:Antiprotozoals:Antimalarials:Biguanides]	-nil	Dihydrofolate reductase inhibitor			CHEMBL1939	Dihydrofolate reductase	INHIBITOR	Plasmodium falciparum K1	SINGLE PROTEIN			Name:PubMed, SrcID:10348748, URL:http://europepmc.org/abstract/MED/10348748	CC1(C)N=C(N)N=C(N)N1c2ccc(Cl)cc2
CHEMBL753	Phenoxybenzamine	Small molecule	1953	C04AX02	C04AX02 [Cardiovascular System:Peripheral Vasodilators:Peripheral Vasodilators:Other peripheral vasodilators]		Adrenergic receptor alpha antagonist			CHEMBL2095203	Adrenergic receptor alpha	ANTAGONIST	Homo sapiens	PROTEIN FAMILY			Name:DailyMed, SrcID:setid=4fcdf9ca-78a8-4e4b-958e-2f795bbbf9ca, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4fcdf9ca-78a8-4e4b-958e-2f795bbbf9ca	CC(COc1ccccc1)N(CCCl)Cc2ccccc2
CHEMBL31965	Canertinib	Small molecule				-tinib	Receptor protein-tyrosine kinase erbB-4 inhibitor	Canertinib is an irreversible pan-ErbB tyrosine kinase inhibitor.		CHEMBL3009	Receptor protein-tyrosine kinase erbB-4	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:, SrcID:, URL:	Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl
CHEMBL770	Tolazoline	Small molecule	1985	M02AX02; C04AB02	M02AX02 [Musculo-Skeletal System:Topical Products For Joint And Muscular Pain:Topical Products For Joint And Muscular Pain:Other topical products for joint and muscular pain]; C04AB02 [Cardiovascular System:Peripheral Vasodilators:Peripheral Vasodilators:Imidazoline derivatives]	-azoline	Histamine H2 receptor agonist			CHEMBL1941	Histamine H2 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=0b94baa5-5af2-46e9-8111-519225206a28, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0b94baa5-5af2-46e9-8111-519225206a28|Name:ISBN, SrcID:9780702034718 PP. 12, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:6386273, URL:http://europepmc.org/abstract/MED/6386273|Name:PubMed, SrcID:8487790, URL:http://europepmc.org/abstract/MED/8487790	C(C1=NCCN1)c2ccccc2
CHEMBL771	Cycloserine	Small molecule	1964	J04AB01	J04AB01 [Antiinfectives For Systemic Use:Antimycobacterials:Drugs For Treatment Of Tuberculosis:Antibiotics]		D-alanylalanine synthetase inhibitor			CHEMBL2030	D-alanylalanine synthetase	INHIBITOR	Mycobacterium tuberculosis	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 635, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:23316042, URL:http://europepmc.org/abstract/MED/23316042	N[C@@H]1CONC1=O
CHEMBL33986	Butorphanol	Small molecule	1978	N02AF01	N02AF01 [Nervous System:Analgesics:Opioids:Morphinan derivatives]		Kappa opioid receptor partial agonist			CHEMBL237	Kappa opioid receptor	PARTIAL AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b8e48063-0b40-ee43-85c1-4ef2de80c404#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b8e48063-0b40-ee43-85c1-4ef2de80c404#nlm34090-1	Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]5(CCCC[C@@]35O)c2c1
CHEMBL785	Ritodrine	Small molecule	1991	G02CA01	G02CA01 [Genito Urinary System And Sex Hormones:Other Gynecologicals:Other Gynecologicals:Sympathomimetics, labour repressants]		Beta-2 adrenergic receptor agonist			CHEMBL210	Beta-2 adrenergic receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:0443-059748 PP. 450, URL:http://www.isbnsearch.org/isbn/0443059748	C[C@H](NCCc1ccc(O)cc1)[C@H](O)c2ccc(O)cc2
CHEMBL787	Montelukast	Small molecule	1998	R03DC53; R03DC03	R03DC53 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Leukotriene receptor antagonists]; R03DC03 [Respiratory System:Drugs For Obstructive Airway Diseases:Other Systemic Drugs For Obstructive Airway Diseases:Leukotriene receptor antagonists]	-ast	Cysteinyl leukotriene receptor 1 antagonist		Selective	CHEMBL1798	Cysteinyl leukotriene receptor 1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=ed2caffa-a75c-1c27-ae30-2d8280eaea7d, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ed2caffa-a75c-1c27-ae30-2d8280eaea7d	CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3
CHEMBL36506	Novobiocin	Small molecule	1964				DNA gyrase inhibitor			CHEMBL2331040	DNA gyrase	INHIBITOR	Staphylococcus epidermidis	PROTEIN COMPLEX			Name:PubMed, SrcID:10093705, URL:http://europepmc.org/abstract/MED/10093705	CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@H](Oc2ccc3C(=C(NC(=O)c4ccc(O)c(CC=C(C)C)c4)C(=O)Oc3c2C)O)OC1(C)C
CHEMBL790	Chlorhexidine	Small molecule	1976	R02AA05; D08AC52; S03AA04; D09AA12; S02AA09; A01AB03; B05CA02; D08AC02; S01AX09	R02AA05 [Respiratory System:Throat Preparations:Throat Preparations:Antiseptics]; D08AC52 [Dermatologicals:Antiseptics And Disinfectants:Antiseptics And Disinfectants:Biguanides and amidines]; S03AA04 [Sensory Organs:Ophthalmological And Otological Preparations:Antiinfectives:Antiinfectives]; D09AA12 [Dermatologicals:Medicated Dressings:Medicated Dressings:Medicated dressings with antiinfectives]; S02AA09 [Sensory Organs:Otologicals:Antiinfectives:Antiinfectives]; A01AB03 [Alimentary Tract And Metabolism:Stomatological Preparations:Stomatological Preparations:Antiinfectives and antiseptics for local oral treatment]; B05CA02 [Blood And Blood Forming Organs:Blood Substitutes And Perfusion Solutions:Irrigating Solutions:Antiinfectives]; D08AC02 [Dermatologicals:Antiseptics And Disinfectants:Antiseptics And Disinfectants:Biguanides and amidines]; S01AX09 [Sensory Organs:Ophthalmologicals:Antiinfectives:Other antiinfectives]		Cell membrane inhibitor	Disrupts cell membrane		CHEMBL2364031	Cell membrane	INHIBITOR	Bacteria	SUBCELLULAR			Name:PubMed, SrcID:1335944, URL:http://europepmc.org/abstract/MED/1335944	Clc1ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(Cl)cc2)cc1
CHEMBL285674	Estazolam	Small molecule	1990	N05CD04	N05CD04 [Nervous System:Psycholeptics:Hypnotics And Sedatives:Benzodiazepine derivatives]		GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Benzodiazepine binding site	Benzodiazepine site	Name:ISBN, SrcID:9780702034718 PP. 533, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:639854, URL:http://europepmc.org/abstract/MED/639854	Clc1ccc2c(c1)C(=NCc3nncn23)c4ccccc4
CHEMBL806	Flutamide	Small molecule	1989	L02BB01	L02BB01 [Antineoplastic And Immunomodulating Agents:Endocrine Therapy:Hormone Antagonists And Related Agents:Anti-androgens]	-lutamide	Androgen Receptor antagonist			CHEMBL1871	Androgen Receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2001/18554s23lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/18554s23lbl.pdf	CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
CHEMBL811	Brompheniramine	Small molecule	1957	R06AB01; R06AB51	R06AB01 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Substituted alkylamines]; R06AB51 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Substituted alkylamines]		Histamine H1 receptor antagonist			CHEMBL231	Histamine H1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:6128358, URL:http://europepmc.org/abstract/MED/6128358	CN(C)CCC(c1ccc(Br)cc1)c2ccccn2
CHEMBL41194	Pratosartan	Small molecule				-sartan	Solute carrier family 22 member 8 inhibitor			CHEMBL1641348	Solute carrier family 22 member 8	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:, SrcID:, URL:	CCCc1nc2CCCCC(=O)c2n1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5
CHEMBL833	Ticlopidine	Small molecule	1991	B01AC05	B01AC05 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Platelet aggregation inhibitors excl. heparin]		Purinergic receptor P2Y12 antagonist			CHEMBL2001	Purinergic receptor P2Y12	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11454254, URL:http://europepmc.org/abstract/MED/11454254|Name:PubMed, SrcID:15816504, URL:http://europepmc.org/abstract/MED/15816504|Name:PubMed, SrcID:15955565, URL:http://europepmc.org/abstract/MED/15955565	Clc1ccccc1CN2CCc3sccc3C2
CHEMBL838	Benazepril	Small molecule	1991	C09AA07	C09AA07 [Cardiovascular System:Agents Acting On The Renin-Angiotensin System:Ace Inhibitors, Plain:ACE inhibitors, plain]	-pril	Angiotensin-converting enzyme inhibitor			CHEMBL1808	Angiotensin-converting enzyme	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=2abb091b-a53e-46b0-9b84-e5ee8f2bdd8e, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2abb091b-a53e-46b0-9b84-e5ee8f2bdd8e	CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O
CHEMBL288441	Bosutinib	Small molecule	2010	L01XE14	L01XE14 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Protein kinase inhibitors]	-tinib	Tyrosine-protein kinase SRC inhibitor			CHEMBL267	Tyrosine-protein kinase SRC	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Expert, SrcID:BOSUTINIB, URL:http://chembl.blogspot.co.uk/search?q=BOSUTINIB	COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl
CHEMBL844	Brimonidine	Small molecule	1996	D11AX21; S01EA05	D11AX21 [Dermatologicals:Other Dermatological Preparations:Other Dermatological Preparations:Other dermatologicals]; S01EA05 [Sensory Organs:Ophthalmologicals:Antiglaucoma Preparations And Miotics:Sympathomimetics in glaucoma therapy]		Adrenergic receptor alpha-2 agonist			CHEMBL2095158	Adrenergic receptor alpha-2	AGONIST	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:10799649, URL:http://europepmc.org/abstract/MED/10799649|Name:PubMed, SrcID:11481271, URL:http://europepmc.org/abstract/MED/11481271|Name:PubMed, SrcID:11606316, URL:http://europepmc.org/abstract/MED/11606316|Name:PubMed, SrcID:12670699, URL:http://europepmc.org/abstract/MED/12670699|Name:PubMed, SrcID:14610637, URL:http://europepmc.org/abstract/MED/14610637|Name:PubMed, SrcID:8097565, URL:http://europepmc.org/abstract/MED/8097565	Brc1c(NC2=NCCN2)ccc3nccnc13
CHEMBL852	Melphalan	Small molecule	1964	L01AA03	L01AA03 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Alkylating Agents:Nitrogen mustard analogues]		DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=9706e9a1-96ab-46b8-8846-32ee9d756b1d, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9706e9a1-96ab-46b8-8846-32ee9d756b1d	N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O
CHEMBL46740	Bazedoxifene	Small molecule	2009	G03XC02	G03XC02 [Genito Urinary System And Sex Hormones:Sex Hormones And Modulators Of The Genital System:Other Sex Hormones And Modulators Of The Genital System:Selective estrogen receptor modulators ]	-ifen(e); -ifene	Estrogen receptor modulator	Bazedoxifene profile is antagonistic in breast and endometrial tissue, while an estrogen agonist in bone tissue;  Bazedoxifene in combination with conjugated estrogens is the first approved tissue-selective estrogen receptor complex (TSEC)		CHEMBL2093866	Estrogen receptor	MODULATOR	Homo sapiens	PROTEIN FAMILY			Name:FDA, SrcID:label/2013/022247Orig1s001lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022247Orig1s001lbl.pdf|Name:PubMed, SrcID:24373794, URL:http://europepmc.org/abstract/MED/24373794	Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15
CHEMBL44884	Ethambutol	Small molecule	1967	J04AK02	J04AK02 [Antiinfectives For Systemic Use:Antimycobacterials:Drugs For Treatment Of Tuberculosis:Other drugs for treatment of tuberculosis]		Arabinosyltransferase A inhibitor			CHEMBL1877	Arabinosyltransferase A	INHIBITOR	Mycobacterium tuberculosis	SINGLE PROTEIN			Name:PubMed, SrcID:11854934, URL:http://europepmc.org/abstract/MED/11854934|Name:PubMed, SrcID:16127055, URL:http://europepmc.org/abstract/MED/16127055|Name:PubMed, SrcID:16595677, URL:http://europepmc.org/abstract/MED/16595677|Name:PubMed, SrcID:16641474, URL:http://europepmc.org/abstract/MED/16641474|Name:PubMed, SrcID:17630736, URL:http://europepmc.org/abstract/MED/17630736|Name:PubMed, SrcID:19596878, URL:http://europepmc.org/abstract/MED/19596878	CC[C@@H](CO)NCCN[C@@H](CC)CO
CHEMBL295698	Ketoconazole	Small molecule	1981	D01AC08; G01AF11; J02AB02	D01AC08 [Dermatologicals:Antifungals For Dermatological Use:Antifungals For Topical Use:Imidazole and triazole derivatives]; G01AF11 [Genito Urinary System And Sex Hormones:Gynecological Antiinfectives And Antiseptics:Antiinfectives And Antiseptics, Excl. Combinations:Imidazole derivatives]; J02AB02 [Antiinfectives For Systemic Use:Antimycotics For Systemic Use:Antimycotics For Systemic Use:Imidazole derivatives]	-conazole	Cytochrome P450 51 inhibitor			CHEMBL1780	Cytochrome P450 51	INHIBITOR	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	SINGLE PROTEIN			Name:FDA, SrcID:label/2007/021738lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021738lbl.pdf|Name:ISBN, SrcID:9780702034718 PP. 652, URL:http://www.isbnsearch.org/isbn/9780702034718	CC(=O)N1CCN(CC1)c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2
CHEMBL160	Cyclosporine	Protein	1983	L04AD01; S01XA18	L04AD01 [Antineoplastic And Immunomodulating Agents:Immunosuppressants:Immunosuppressants:Calcineurin inhibitors]; S01XA18 [Sensory Organs:Ophthalmologicals:Other Ophthalmologicals:Other ophthalmologicals]		Cyclophilin A modulator			CHEMBL1949	Cyclophilin A	MODULATOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2013/050573s039,050574s047,050625s053lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/050573s039,050574s047,050625s053lbl.pdf|Name:PubMed, SrcID:15879096, URL:http://europepmc.org/abstract/MED/15879096|Name:PubMed, SrcID:18385230, URL:http://europepmc.org/abstract/MED/18385230|Name:PubMed, SrcID:22642569, URL:http://europepmc.org/abstract/MED/22642569	CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
CHEMBL878	Metolazone	Small molecule	1973	C03BA08	C03BA08 [Cardiovascular System:Diuretics:Low-Ceiling Diuretics, Excl. Thiazides:Sulfonamides, plain]		Thiazide-sensitive sodium-chloride cotransporter inhibitor			CHEMBL1876	Thiazide-sensitive sodium-chloride cotransporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DOI, SrcID:10.1056/NEJMra0907219, URL:http://www.nejm.org/doi/full/10.1056/NEJMra0907219|Name:DailyMed, SrcID:setid=0b619826-2567-49d7-8972-b6da5e4467df, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0b619826-2567-49d7-8972-b6da5e4467df	CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N
CHEMBL49120	Pd-0166285	Small molecule					Epidermal growth factor receptor erbB1 inhibitor	Multi-targeted kinase irreversible inhibitor		CHEMBL203	Epidermal growth factor receptor erbB1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:10638483, URL:http://europepmc.org/abstract/MED/10638483	CCN(CC)CCOc1ccc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)cc1
CHEMBL49120	Pd-0166285	Small molecule					Platelet-derived growth factor receptor beta inhibitor	Multi-targeted kinase irreversible inhibitor		CHEMBL1913	Platelet-derived growth factor receptor beta	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:, SrcID:, URL:	CCN(CC)CCOc1ccc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)cc1
CHEMBL440115	Fk453	Small molecule					Adenosine A1 receptor antagonist			CHEMBL226	Adenosine A1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:DOI:10.1111/j.1527-3466.1997.tb00323.x, URL:	OCC[C@H]1CCCCN1C(=O)\C=C\c2c(nn3ccccc23)c4ccccc4
CHEMBL900	Orphenadrine	Small molecule	1957	M03BC51; N04AB02; M03BC01	M03BC51 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Centrally Acting Agents:Ethers, chemically close to antihistamines]; N04AB02 [Nervous System:Anti-Parkinson Drugs:Anticholinergic Agents:Ethers chemically close to antihistamines]; M03BC01 [Musculo-Skeletal System:Muscle Relaxants:Muscle Relaxants, Centrally Acting Agents:Ethers, chemically close to antihistamines]		Glutamate [NMDA] receptor antagonist			CHEMBL2094124	Glutamate [NMDA] receptor	ANTAGONIST	Homo sapiens	PROTEIN COMPLEX GROUP			Name:PubMed, SrcID:19217209, URL:http://europepmc.org/abstract/MED/19217209|Name:PubMed, SrcID:20716669, URL:http://europepmc.org/abstract/MED/20716669|Name:PubMed, SrcID:8788072, URL:http://europepmc.org/abstract/MED/8788072	CN(C)CCOC(c1ccccc1)c2ccccc2C
